name,Invoice Line Amount,Payment Date,LA Department,Expenditure Category/Description
REDACTED PERSONAL INFORMATION,515.72, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,605.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,604.80, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,400.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"3,397.68", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,830.68, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,868.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,529.20, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,631.80, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,718.64, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,543.24, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,498.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,731.60", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,766.20, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,584.48, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,924.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,756.08, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,572.32", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,783.92, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,846.20, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"3,444.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"3,661.64", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,883.20, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,654.44, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,839.56, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,048.52", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,560.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,560.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"7,862.40", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,896.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,791.80, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,440.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,749.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"8,968.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,682.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,654.20, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,575.52, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,814.88", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,881.60", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,243.48", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"6,432.32", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,237.12", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,576.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"4,494.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,792.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,700.80, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"2,012.40", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,561.60, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,867.52, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"3,793.12", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,599.20, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,979.52, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"2,121.32", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,877.40, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,959.40, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"7,014.84", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,842.40, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,526.52, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,889.44, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,872.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,732.36, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,084.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,737.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,655.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,577.80, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,203.76", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,896.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,819.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,740.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,674.08, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,690.40, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"3,158.92", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,538.20, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,537.60, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"3,879.24", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"5,000.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,994.04, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,763.20, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,940.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"6,487.32", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,113.36", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,568.32, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,219.68", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,540.80, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,716.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,672.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,093.04", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,156.80", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,556.40, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,737.12, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,583.60", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,561.60, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,849.20, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"6,505.72", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,648.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,008.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,545.60", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,872.32, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,660.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,896.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,819.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,627.44, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,985.12, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,569.60, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,779.52, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,857.24", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,930.72, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,669.20, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"3,393.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"3,296.16", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,642.08, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,856.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"2,468.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"4,082.08", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"3,025.48", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,742.56, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,550.56, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,864.24, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,727.60, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,748.80, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,645.48, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,806.40, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"2,364.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,030.40", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,972.16, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,909.52", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"6,272.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,296.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,170.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,819.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,638.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,516.84, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,673.28, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,715.48", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,924.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,583.52", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"2,246.40", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,777.24, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"7,530.12", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"2,629.24", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"2,429.20", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,648.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,819.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"3,445.72", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,749.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,561.60, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,982.80, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,474.20", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,299.20", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,665.04, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,704.28, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,785.60, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,128.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,982.80, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,649.12, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,000.80", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,062.40", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,680.28, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,830.60, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,988.40, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,585.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,592.84, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"3,618.28", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,228.52", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,982.80, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,880.04, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,853.60, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"3,697.20", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,871.76, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,193.52", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,112.80", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,957.68, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,755.52, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"4,400.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,936.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,679.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,500.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"2,152.60", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,604.80, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,642.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,903.88, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,710.40, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,684.80, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,584.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,125.56", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"2,842.60", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,594.28, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,771.28, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,854.12, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"8,809.60", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"3,329.24", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,476.60", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,731.52, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,514.80, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,717.92, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,615.52, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,828.00, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,798.88, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,772.20, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"4,165.92", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,048.60", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,620.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,556.60, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,170.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,727.60, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,627.52, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,529.28, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,514.80, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,174.88", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,898.80, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"3,595.20", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,284.00", 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,603.08, 05/04/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,561.60, 05/04/2018,Health and Adult Services,Community Care Direct Payments
