name,Invoice Line Amount,Payment Date,LA Department,Expenditure Category/Description
LIBERTY PRINTERS (AR & RF REDDIN) LIMITED,899.98, 02/01/2018,Regeneration Enterprise and Sk,Stationery
LIBERTY PRINTERS (AR & RF REDDIN) LIMITED,899.98, 02/01/2018,Regeneration Enterprise and Sk,Stationery
LIBERTY PRINTERS (AR & RF REDDIN) LIMITED,899.98, 02/01/2018,Regeneration Enterprise and Sk,Stationery
EVOLVE PARTNERSHIP LTD,"1,944.28", 02/01/2018,Housing Services HRA,Professional Fees
ASHTEAD PLANT HIRE CO LTD T/A LIVE TRACKWAY,"1,164.00", 02/01/2018,Chief Executives,Woolwich Winter Warmer
THE FORUM @ GREENWICH,520.00, 02/01/2018,Health and Adult Services,Venue Hire
THE FORUM @ GREENWICH,79.50, 02/01/2018,Health and Adult Services,Venue Hire
ST MARYS (ELTHAM) COMMUNITY COMPLEX ASSOCIATION,963.30, 02/01/2018,Health and Adult Services,Venue Hire
ST MARYS (ELTHAM) COMMUNITY COMPLEX ASSOCIATION,615.60, 02/01/2018,Health and Adult Services,Venue Hire
C-ALF LEARNING LTD,"11,880.00", 02/01/2018,Childrens Services,Other Services
GOLDSMITHS COLLEGE,"1,260.00", 02/01/2018,Childrens Services,Other Services
AMBER CAR SERVICES LTD,"2,860.38", 02/01/2018,Childrens Services,Vehicle Hire External Hired
FALON NAMEPLATES LTD,725.76, 02/01/2018,Eltham Crematorium Revenue,Memorial Plaques
EMMAUS GREENWICH,792.40, 02/01/2018,Housing Services HRA,Voids
EMJ MANAGEMENT LTD,"1,058.82", 02/01/2018,Comm Safety and Environment,Clothing & Uniforms
LEEC LIMITED,521.28, 02/01/2018,Eltham Crematorium Revenue,R & M Buildings Other
REDACTED PERSONAL INFORMATION,720.00, 02/01/2018,Childrens Services,Other Services
ISP CENTRAL OFFICE,"1,045.80", 02/01/2018,Childrens Services,Vehicle Hire External Hired
MILTON PROPERTY INVESTMENTS LTD,"12,343.86", 02/01/2018,Comm Safety and Environment,Rents Other
F G MARSHALL LTD,"7,522.97", 02/01/2018,Eltham Crematorium Revenue,Books of Rememberance
PHS GROUP PLC,624.42, 02/01/2018,Regeneration Enterprise and Sk,Equipment
BEXLEY CROSSROADS CARE LTD,565.39, 02/01/2018,Health and Adult Services,ISF Personal Care
HAYS SPECIALIST RECRUITMENT LTD,"5,538.94", 02/01/2018,Systems Control Accounts,Expenditure Payments
GATENBY SANDERSON LIMITED,"23,284.86", 02/01/2018,Systems Control Accounts,Expenditure Payments
MANPOWER UK LTD,"35,193.21", 02/01/2018,Systems Control Accounts,Expenditure Payments
BADENOCH & CLARK LIMITED,"2,282.03", 02/01/2018,Systems Control Accounts,Expenditure Payments
SANTANDER UK PLC,773.28, 02/01/2018,Systems Control Accounts,Expenditure Payments
THE OYSTER PARTNERSHIP,"16,765.60", 02/01/2018,Systems Control Accounts,Expenditure Payments
SANCTUARY PERSONNEL LIMITED,"8,493.60", 02/01/2018,Systems Control Accounts,Expenditure Payments
MEDICARE FIRST LIMITED,"3,150.44", 02/01/2018,Systems Control Accounts,Expenditure Payments
CALVERTON FINANCE LIMITED,"1,346.40", 02/01/2018,Systems Control Accounts,Expenditure Payments
BALTIMORE CONSULTING LTD,"7,374.00", 02/01/2018,Systems Control Accounts,Expenditure Payments
REMEDY RECRUITMENT GROUP LTD,"22,063.15", 02/01/2018,Systems Control Accounts,Expenditure Payments
LAW ABSOLUTE LIMITED,"5,326.26", 02/01/2018,Systems Control Accounts,Expenditure Payments
KENYON BLOCK CONSULTANTS LIMITED,840.00, 02/01/2018,Systems Control Accounts,Expenditure Payments
COMMUNITY RESOURCING LTD T/AS RESOURCING GROUP,"2,397.99", 02/01/2018,Systems Control Accounts,Expenditure Payments
VENN GROUP LIMITED,"13,038.90", 02/01/2018,Systems Control Accounts,Expenditure Payments
MORGAN HUNT UK LIMITED,"6,187.50", 02/01/2018,Systems Control Accounts,Expenditure Payments
RANDSTAD CPE LIMITED,"9,624.57", 02/01/2018,Systems Control Accounts,Expenditure Payments
3D RECRUIT LIMITED,"5,546.48", 02/01/2018,Systems Control Accounts,Expenditure Payments
FORTRESS RECRUITMENT LIMITED,"3,598.25", 02/01/2018,Systems Control Accounts,Expenditure Payments
EDEN BROWN LIMITED,"5,478.54", 02/01/2018,Systems Control Accounts,Expenditure Payments
CALCO SERVICES LIMITED,"1,741.31", 02/01/2018,Systems Control Accounts,Expenditure Payments
SONOVATE LTD,"2,641.39", 02/01/2018,Systems Control Accounts,Expenditure Payments
MACDONALD & COMPANY FREELANCE LTD,"14,838.17", 02/01/2018,Systems Control Accounts,Expenditure Payments
VILLAGE STAFF LIMITED,"12,507.80", 02/01/2018,Systems Control Accounts,Expenditure Payments
CALVERTON FINANCE LIMITED,"5,176.92", 02/01/2018,Systems Control Accounts,Expenditure Payments
WINLIGHT CONSULTING LTD T/A WINLIGHT RECRUITMENT,"1,659.64", 02/01/2018,Systems Control Accounts,Expenditure Payments
TRIUMPH CONSULTANTS LIMITED,633.51, 02/01/2018,Systems Control Accounts,Expenditure Payments
HSBC INVOICE FINANCE (UK) LTD,"5,569.80", 02/01/2018,Systems Control Accounts,Expenditure Payments
HAMMOND CLARKE LIMITED,"2,066.40", 02/01/2018,Systems Control Accounts,Expenditure Payments
CHARLES HUNTER ASSOCIATES LIMITED,"6,618.96", 02/01/2018,Systems Control Accounts,Expenditure Payments
BACKSTOP SUPPORT LTD,710.65, 02/01/2018,Systems Control Accounts,Expenditure Payments
ACTION FIRST RECRUITMENT LTD,"1,537.20", 02/01/2018,Systems Control Accounts,Expenditure Payments
RBS INVOICE FINANCE LTD,"4,578.00", 02/01/2018,Systems Control Accounts,Expenditure Payments
LIQUID PERSONNEL LTD,"7,471.25", 02/01/2018,Systems Control Accounts,Expenditure Payments
BBL TECHNICAL LIMITED,"3,051.83", 02/01/2018,Systems Control Accounts,Expenditure Payments
FACTOR 21 PLC,"3,789.44", 02/01/2018,Systems Control Accounts,Expenditure Payments
RBS INVOICE FINANCE LTD,"3,679.00", 02/01/2018,Systems Control Accounts,Expenditure Payments
SW LOCUMS LIMITED,"1,243.20", 02/01/2018,Systems Control Accounts,Expenditure Payments
BARCLAYS BANK PLC,"2,944.42", 02/01/2018,Systems Control Accounts,Expenditure Payments
SELLICK PARTNERSHIP LIMITED,"2,621.93", 02/01/2018,Systems Control Accounts,Expenditure Payments
OSBOURNE RICHARDSON LIMITED,"13,857.13", 02/01/2018,Systems Control Accounts,Expenditure Payments
CARITAS RECRUITMENT LIMITED,"11,420.92", 02/01/2018,Systems Control Accounts,Expenditure Payments
CAPITAL ENGINEERING PERSONNEL LTD,"3,341.34", 02/01/2018,Systems Control Accounts,Expenditure Payments
SKIPTON BUSINESS FINANCE,"8,351.41", 02/01/2018,Systems Control Accounts,Expenditure Payments
SERVICE CARE SOLUTIONS LIMITED,"5,671.77", 02/01/2018,Systems Control Accounts,Expenditure Payments
MATCHTECH GROUP (UK) LTD,"5,891.82", 02/01/2018,Systems Control Accounts,Expenditure Payments
EXPERIS LIMITED,"2,292.30", 02/01/2018,Systems Control Accounts,Expenditure Payments
BIBBY FACTORS LTD,"3,345.35", 02/01/2018,Systems Control Accounts,Expenditure Payments
TEMPEST RESOURCING LTD,"9,157.70", 02/01/2018,Systems Control Accounts,Expenditure Payments
EXECUTIVE RESOURCE GROUP LTD,"13,604.09", 02/01/2018,Systems Control Accounts,Expenditure Payments
COYLE PERSONNEL PLC,"1,613.53", 02/01/2018,Systems Control Accounts,Expenditure Payments
CLIENT DIRECTS LIMITED,"20,068.16", 02/01/2018,Systems Control Accounts,Expenditure Payments
IPEOPLE SOLUTIONS LIMITED,"1,573.42", 02/01/2018,Systems Control Accounts,Expenditure Payments
4PUBLIC SECTOR LTD,889.30, 02/01/2018,Systems Control Accounts,Expenditure Payments
BARCLAYS BANK PLC,"1,190.73", 02/01/2018,Systems Control Accounts,Expenditure Payments
CARRINGTON WEST LIMITED,"2,397.46", 02/01/2018,Systems Control Accounts,Expenditure Payments
RBS INVOICE FINANCE LIMITED,"1,773.77", 02/01/2018,Systems Control Accounts,Expenditure Payments
CALVERTON FINANCE LIMITED,"1,736.84", 02/01/2018,Systems Control Accounts,Expenditure Payments
POSITIVE EMPLOYMENT CONSULTANCY LIMITED,620.35, 02/01/2018,Systems Control Accounts,Expenditure Payments
THE FRCE RECRUITMENT GROUP LTD,749.04, 02/01/2018,Systems Control Accounts,Expenditure Payments
NUCO SOLUTIONS LTD,"2,743.77", 02/01/2018,Systems Control Accounts,Expenditure Payments
DEVERELL SMITH LIMITED,"2,448.60", 02/01/2018,Systems Control Accounts,Expenditure Payments
METRO BANK T/A SME INVOICE FINANCE LTD,"2,930.40", 02/01/2018,Systems Control Accounts,Expenditure Payments
CALVERTON FINANCE LIMITED,"1,076.40", 02/01/2018,Systems Control Accounts,Expenditure Payments
ROC SEARCH LIMITED,"1,008.00", 02/01/2018,Systems Control Accounts,Expenditure Payments
RUSSELL KING ASSOCIATES LTD,"2,576.50", 02/01/2018,Systems Control Accounts,Expenditure Payments
SPENCER CLARKE GROUP LIMITED,846.70, 02/01/2018,Systems Control Accounts,Expenditure Payments
NONSTOP RECRUITMENT LIMITED,"29,400.00", 02/01/2018,Systems Control Accounts,Expenditure Payments
CLEAR EDGE RESOURCING LTD,"1,965.23", 02/01/2018,Systems Control Accounts,Expenditure Payments
GREATER LONDON AUTHORITY,"2,175,748.95", 03/01/2018,Collection Fund,Outturn Pool Contribution
GREATER LONDON AUTHORITY,"191,129.14", 03/01/2018,Collection Fund,Gf Contrib To Discretion
GREATER LONDON AUTHORITY,"27,844.00", 03/01/2018,Chief Executives,Services Joint Authorities
GREATER LONDON AUTHORITY,"91,039.60", 03/01/2018,Childrens Services,Services Gov Appointed Bodies
GLENMAN CORPORATION LIMITED,"811,372.80", 03/01/2018,Modernisation,Demolition
T BROWN GROUP LIMITED,"164,438.89", 03/01/2018,Capital Housing Revenue Acc,Adaptations
ADDACTION,"76,393.00", 03/01/2018,Childrens Services,Other Services
REMARK! LTD T/A REMARK! TRAINING,"1,620.00", 03/01/2018,Chief Executives,AOPS Social Care
THE DOCTORS LABORATORY LTD,"4,294.22", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"-4,294.22", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,238.22, 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"3,380.00", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"11,732.40", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"-11,732.40", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,999.00, 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"8,778.00", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"5,328.55", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"-5,328.55", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"2,068.15", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"2,717.00", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"11,469.00", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"-11,469.00", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"1,534.00", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"8,023.50", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"1,820.40", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"-1,820.40", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,176.00, 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"1,341.00", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"16,717.80", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"-16,717.80", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"1,729.50", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"12,202.00", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"2,079.00", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"-2,079.00", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,171.00, 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"1,590.00", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"6,932.92", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"-6,932.92", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"1,862.92", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"4,225.00", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"1,383.60", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"-1,383.60", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,191.00, 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,962.00, 03/01/2018,Health and Adult Services,Services Private Contractor
CHRISTOPHER BARTLETT,"1,500.00", 03/01/2018,Chief Executives,Family Support
THE DOCTORS LABORATORY LTD,"1,398.30", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"-1,398.30", 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,145.50, 03/01/2018,Health and Adult Services,Services Private Contractor
THE DOCTORS LABORATORY LTD,"1,044.00", 03/01/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"2,914.29", 03/01/2018,Childrens Services,Agency Placements
THE OLIVE SERVICES LTD,"4,074.29", 03/01/2018,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"4,074.29", 03/01/2018,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"4,162.86", 03/01/2018,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"4,517.14", 03/01/2018,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"4,207.14", 03/01/2018,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"3,941.43", 03/01/2018,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"3,985.71", 03/01/2018,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"3,830.71", 03/01/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"3,349.50", 03/01/2018,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"8,134.50", 03/01/2018,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"4,906.93", 03/01/2018,Health and Adult Services,Private Sector Nursing Homes
THE OLIVE SERVICES LTD,"4,074.29", 03/01/2018,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"3,875.00", 03/01/2018,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"4,295.71", 03/01/2018,Health and Adult Services,Services Private Contractor
PEACE MANOR RESIDENTIAL CARE LIMITED,"4,207.14", 03/01/2018,Health and Adult Services,Services Private Contractor
CRAEGMOOR OAKS SIDCUP PRIORY,"3,741.92", 03/01/2018,Health and Adult Services,Private Sector Nursing Homes
CRAEGMOOR OAKS SIDCUP PRIORY,"4,871.43", 03/01/2018,Health and Adult Services,Private Sector Nursing Homes
CRAEGMOOR OAKS SIDCUP PRIORY,"4,871.43", 03/01/2018,Health and Adult Services,Private Sector Nursing Homes
CRAEGMOOR OAKS SIDCUP PRIORY,"4,871.43", 03/01/2018,Health and Adult Services,Private Sector Nursing Homes
CRAEGMOOR OAKS SIDCUP PRIORY,"4,450.71", 03/01/2018,Health and Adult Services,Private Sector Nursing Homes
CRAEGMOOR OAKS SIDCUP PRIORY,"4,871.43", 03/01/2018,Health and Adult Services,Private Sector Nursing Homes
ANGELS HUMAN RESOURCES LTD,703.65, 03/01/2018,Health and Adult Services,Private Home Help Domest Misc
ACTION ON HEARING LOSS,"6,463.84", 03/01/2018,Health and Adult Services,Services Private Contractor
ACTION ON HEARING LOSS,"5,893.92", 03/01/2018,Health and Adult Services,Services Private Contractor
ANGELS HUMAN RESOURCES LTD,731.08, 03/01/2018,Health and Adult Services,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,683.10, 03/01/2018,Health and Adult Services,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,"1,544.80", 03/01/2018,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,690.00, 03/01/2018,Childrens Services,Agency Placements
ANGELS HUMAN RESOURCES LTD,"1,403.09", 03/01/2018,Health and Adult Services,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,"2,575.49", 03/01/2018,Health and Adult Services,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,"1,300.14", 03/01/2018,Health and Adult Services,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,"1,775.72", 03/01/2018,Health and Adult Services,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,703.65, 03/01/2018,Health and Adult Services,Private Home Help Domest Misc
ANGELS HUMAN RESOURCES LTD,"1,076.04", 03/01/2018,Health and Adult Services,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,"4,113.44", 03/01/2018,Health and Adult Services,Private Home Help Domest Misc
ANGELS ABODE LIMITED,"1,860.00", 03/01/2018,Health and Adult Services,Rents Other
ANGELS HUMAN RESOURCES LTD,"1,568.87", 03/01/2018,Health and Adult Services,ISF Personal Care
ANGELS ABODE LIMITED,"1,800.00", 03/01/2018,Health and Adult Services,Rents Other
ANGELS HUMAN RESOURCES LTD,"1,024.10", 03/01/2018,Health and Adult Services,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,"2,007.14", 03/01/2018,Health and Adult Services,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,675.92, 03/01/2018,Health and Adult Services,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,601.85, 03/01/2018,Health and Adult Services,Private Home Help Domest Misc
ANGELS HUMAN RESOURCES LTD,542.40, 03/01/2018,Health and Adult Services,ISF Personal Care
REDACTED PERSONAL INFORMATION,"1,030.40", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-148.04, 03/01/2018,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"10,483.20", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,377.60", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,800.00, 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"2,129.40", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-928.32, 03/01/2018,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,482.40", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-273.00, 03/01/2018,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"2,626.20", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,661.52, 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-8.00, 03/01/2018,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,333.60", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-274.08, 03/01/2018,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,344.00", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-25.64, 03/01/2018,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,909.56, 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,328.08", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-281.56, 03/01/2018,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,982.80, 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"6,096.16", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-190.36, 03/01/2018,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,596.00", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,849.96, 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"2,400.00", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,941.72, 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,622.44, 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,942.72", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"9,360.96", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,840.00, 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-34.16, 03/01/2018,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,229.96", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-34.16, 03/01/2018,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,753.64, 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-129.92, 03/01/2018,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,840.08", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-374.04, 03/01/2018,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,662.52, 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,088.00", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"4,138.80", 03/01/2018,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,217.20", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-175.12, 03/01/2018,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,365.44", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"12,971.08", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"6,506.40", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,411.20", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-80.64, 03/01/2018,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"2,948.20", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-328.36, 03/01/2018,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"9,129.44", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,837.40, 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"2,341.82", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,501.43, 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"2,597.24", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-272.84, 03/01/2018,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,187.20", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,568.00", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"3,800.00", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,276.80", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"4,241.76", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-286.40, 03/01/2018,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"2,701.32", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"6,828.84", 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,615.48, 03/01/2018,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"31,107.35", 03/01/2018,Health and Adult Services,Community Care Direct Payments
