name,Invoice Line Amount,Payment Date,LA Department,Expenditure Category/Description
REDACTED PERSONAL INFORMATION,"2,470.00", 03/01/2017,Childrens Services,Services by External Providers
REDACTED PERSONAL INFORMATION,"2,520.00", 03/01/2017,Childrens Services,Services by External Providers
REDACTED PERSONAL INFORMATION,"2,470.00", 03/01/2017,Childrens Services,Services by External Providers
REDACTED PERSONAL INFORMATION,"1,050.00", 03/01/2017,Childrens Services,Services by External Providers
REDACTED PERSONAL INFORMATION,840.00, 03/01/2017,Childrens Services,Services by External Providers
REDACTED PERSONAL INFORMATION,700.00, 03/01/2017,Childrens Services,Services by External Providers
M G AXTON,"7,928.64", 03/01/2017,Housing Services HRA,Direct Orders
POTTER RAPER PARTNERSHIP,"1,053.00", 03/01/2017,Capital Housing Revenue Acc,Ext Consultants Fees
JANETTE NIMMO,928.30, 03/01/2017,Health and Adult Services,Other Agency Services
F R JONES AND SON LIMITED,532.23, 03/01/2017,Comm Safety and Environment,Materials
HOUSING FOR WOMEN,"35,557.12", 03/01/2017,Housing Services,Services by External Providers
HUMANWARE EUROPE LIMITED,"4,794.00", 03/01/2017,Childrens Services,Equipment
HUMANWARE EUROPE LIMITED,24.00, 03/01/2017,Childrens Services,Equipment
ALLPAY NET LIMITED,"10,049.75", 03/01/2017,Housing Services HRA,Paypal Charges
HEADWAY SELNWK LTD,720.00, 03/01/2017,Health and Adult Services,Voluntary Bodies Other Care
HEADWAY SELNWK LTD,512.00, 03/01/2017,Health and Adult Services,Client Support
HEADWAY SELNWK LTD,512.00, 03/01/2017,Health and Adult Services,Voluntary Bodies Other Care
HEADWAY SELNWK LTD,512.00, 03/01/2017,Health and Adult Services,Rents Other
HEADWAY SELNWK LTD,512.00, 03/01/2017,Health and Adult Services,Voluntary Bodies Other Care
HEADWAY SELNWK LTD,512.00, 03/01/2017,Health and Adult Services,Voluntary Bodies Other Care
HEADWAY SELNWK LTD,768.00, 03/01/2017,Health and Adult Services,Voluntary Bodies Other Care
HEADWAY SELNWK LTD,512.00, 03/01/2017,Health and Adult Services,Voluntary Bodies Other Care
HEADWAY SELNWK LTD,512.00, 03/01/2017,Health and Adult Services,Voluntary Bodies Other Care
HEADWAY SELNWK LTD,768.00, 03/01/2017,Health and Adult Services,Client Support
HEADWAY SELNWK LTD,512.00, 03/01/2017,Health and Adult Services,Voluntary Bodies Other Care
HEADWAY SELNWK LTD,768.00, 03/01/2017,Health and Adult Services,Voluntary Bodies Other Care
HEADWAY SELNWK LTD,"1,024.00", 03/01/2017,Health and Adult Services,Voluntary Bodies Other Care
HEADWAY SELNWK LTD,512.00, 03/01/2017,Health and Adult Services,Voluntary Bodies Other Care
REDACTED PERSONAL INFORMATION,"2,128.08", 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"2,134.93", 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"1,558.68", 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"2,323.92", 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"7,633.04", 03/01/2017,Health and Adult Services,Private Sector Nursing Homes
16 PLUS TEAM LTD T/A THE ARTEMIS TEAM LTD,"9,916.03", 03/01/2017,Health and Adult Services,Supported Living
16 PLUS TEAM LTD T/A THE ARTEMIS TEAM LTD,"11,952.00", 03/01/2017,Health and Adult Services,Supported Living
THE OLIVE SERVICES LTD,"3,875.00", 03/01/2017,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"4,162.86", 03/01/2017,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"3,830.71", 03/01/2017,Health and Adult Services,Services Private Contractor
THE AVENUE TRUST GROUP,"3,406.90", 03/01/2017,Health and Adult Services,Supported Living
THE OLIVE SERVICES LTD,"3,916.72", 03/01/2017,Health and Adult Services,Services Private Contractor
THE AVENUE TRUST GROUP,"3,297.00", 03/01/2017,Health and Adult Services,Supported Living
THE AVENUE TRUST GROUP,"3,406.90", 03/01/2017,Health and Adult Services,Supported Living
THE AVENUE TRUST GROUP,"3,297.00", 03/01/2017,Health and Adult Services,Supported Living
THE OLIVE SERVICES LTD,"3,916.72", 03/01/2017,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"3,941.43", 03/01/2017,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"3,916.72", 03/01/2017,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"6,580.15", 03/01/2017,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"3,985.71", 03/01/2017,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"4,295.71", 03/01/2017,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"4,207.14", 03/01/2017,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"4,600.00", 03/01/2017,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"4,074.29", 03/01/2017,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"3,830.71", 03/01/2017,Health and Adult Services,Services Private Contractor
THE OLIVE SERVICES LTD,"4,517.14", 03/01/2017,Health and Adult Services,Services Private Contractor
LIFE STYLE CARE (2011) PLC,"2,189.55", 03/01/2017,Health and Adult Services,Private Sector Nursing Homes
ANGELS HUMAN RESOURCES LTD,"2,439.36", 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
ANGELS HUMAN RESOURCES LTD,500.40, 03/01/2017,Health and Adult Services,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,"2,464.85", 03/01/2017,Health and Adult Services,ISF Personal Care
BLUE OCEAN SERVICES LTD,"1,800.90", 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,"1,440.72", 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
ANGELS HUMAN RESOURCES LTD,887.96, 03/01/2017,Health and Adult Services,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,787.68, 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
LIFE STYLE CARE (2011) PLC,"4,472.86", 03/01/2017,Health and Adult Services,Services Private Contractor
LIFE STYLE CARE (2011) PLC,"4,472.86", 03/01/2017,Health and Adult Services,Services Private Contractor
ANGELS HUMAN RESOURCES LTD,640.56, 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
ANGELS HUMAN RESOURCES LTD,689.28, 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
LIFE STYLE CARE (2011) PLC,"4,328.57", 03/01/2017,Health and Adult Services,Services Private Contractor
ANGELS HUMAN RESOURCES LTD,540.60, 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
LIFE STYLE CARE (2011) PLC,"4,472.86", 03/01/2017,Health and Adult Services,Services Private Contractor
ANGELS HUMAN RESOURCES LTD,772.29, 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
ANGELS HUMAN RESOURCES LTD,"1,393.92", 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
PRESTIGE NURSING,"1,479.25", 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"7,001.57", 03/01/2017,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"13,176.24", 03/01/2017,Health and Adult Services,Services Private Contractor
ANGELS HUMAN RESOURCES LTD,624.78, 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
PRECIOUS HOMES LIMITED,"5,656.00", 03/01/2017,Health and Adult Services,Supported Living
PRECIOUS HOMES LIMITED,"5,288.84", 03/01/2017,Health and Adult Services,Supported Living
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,612.81, 03/01/2017,Health and Adult Services,ISF Personal Care
LIFE STYLE CARE (2011) PLC,"2,910.00", 03/01/2017,Health and Adult Services,Private Sector Nursing Homes
LIFE STYLE CARE (2011) PLC,"2,910.00", 03/01/2017,Health and Adult Services,Private Sector Nursing Homes
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,"1,425.12", 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
LIFE STYLE CARE (2011) PLC,"2,816.18", 03/01/2017,Health and Adult Services,Private Sector Nursing Homes
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,"1,781.40", 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
LIFE STYLE CARE (2011) PLC,"2,910.00", 03/01/2017,Health and Adult Services,Private Sector Nursing Homes
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,677.64, 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
ANGELS HUMAN RESOURCES LTD,"2,257.44", 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
ANGELS HUMAN RESOURCES LTD,799.68, 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
ANGELS HUMAN RESOURCES LTD,"1,955.37", 03/01/2017,Health and Adult Services,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,623.08, 03/01/2017,Health and Adult Services,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,969.72, 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
ANGELS HUMAN RESOURCES LTD,569.96, 03/01/2017,Health and Adult Services,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,"2,054.58", 03/01/2017,Health and Adult Services,ISF Personal Care
LIFE STYLE CARE (2011) PLC,"1,645.71", 03/01/2017,Health and Adult Services,Private Sector Nursing Homes
LIFE STYLE CARE (2011) PLC,"3,188.57", 03/01/2017,Health and Adult Services,Private Sector Nursing Homes
ANGELS HUMAN RESOURCES LTD,984.57, 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
ANGELS HUMAN RESOURCES LTD,"1,086.62", 03/01/2017,Health and Adult Services,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,550.01, 03/01/2017,Health and Adult Services,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,967.20, 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
ANGELS HUMAN RESOURCES LTD,602.16, 03/01/2017,Health and Adult Services,Private Home Help Domest Misc
MONDALE ESTATES LTD,721.29, 03/01/2017,Childrens Services,LC Independent Living
BRITISH GAS BUSINESS,693.34, 03/01/2017,Health and Adult Services,Gas
TOP TOTS DAY CARE,704.90, 03/01/2017,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,500.20, 03/01/2017,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,721.02, 03/01/2017,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,607.44, 03/01/2017,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,583.90, 03/01/2017,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,592.20, 03/01/2017,Childrens Services,Adoption Allowances
REDACTED PERSONAL INFORMATION,"1,230.96", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,030.40", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-148.04, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,846.44", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,775.32, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-34.16, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,840.00, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"10,035.20", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,971.20", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,120.00", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-272.84, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"5,978.92", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-273.00, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,529.04, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,656.44, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-8.00, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"3,074.00", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,934.36", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,475.40", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-25.68, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,661.52, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-8.00, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,735.56, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"5,987.28", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-25.64, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,254.40", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,328.08", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-281.56, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,940.80, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"6,096.16", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-190.36, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,596.00", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"4,863.15", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,849.96, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,941.72, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,622.44, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,594.88, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,239.16", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-95.16, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,942.72", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"9,360.96", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,840.00, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-34.16, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,229.96", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-34.16, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,923.20, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,753.64, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-129.92, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,896.00, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-374.04, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,845.44, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,777.53, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-227.32, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,088.00", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-523.84, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,492.68", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-175.12, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,365.44", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"12,971.08", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,204.84", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-174.36, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,411.20", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-80.64, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"2,948.20", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-328.36, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,088.60", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"9,129.44", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,837.40, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,730.56", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"4,148.20", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-19.24, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"2,597.24", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-272.84, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,655.00, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,187.20", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"2,540.44", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"3,480.00", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,980.40", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"4,241.76", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-286.40, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"2,701.32", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"6,828.84", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,615.48, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-79.12, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,157.16", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,808.08, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"4,610.28", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-273.04, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,665.36", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-231.80, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,042.56", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"2,528.04", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,130.48", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-95.36, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,898.92, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,581.52, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,761.60, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-25.60, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,038.36", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"2,038.68", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-13.52, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,724.32, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"2,512.16", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,272.44", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-3.44, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,987.52", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"13,928.00", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,172.32", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-25.60, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,885.24, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-24.00, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,030.40", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"12,457.76", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-129.92, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"3,276.40", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"3,655.44", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"2,629.40", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-34.16, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"2,097.76", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,686.96, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-21.80, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,648.52", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-34.16, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,433.92", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"6,386.80", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-501.28, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,632.24, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-24.40, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"3,056.04", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"7,159.64", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-70.36, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,502.44, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,600.00, 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"3,072.00", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,"1,380.00", 04/01/2017,Health and Adult Services,Community Care Direct Payments
REDACTED PERSONAL INFORMATION,-293.20, 04/01/2017,Health and Adult Services,Direct Payment Income
REDACTED PERSONAL INFORMATION,"1,891.44", 04/01/2017,Health and Adult Services,Community Care Direct Payments
