name,Invoice Line Amount,Payment Date,LA Department,Expenditure Category/Description
ADONIKO LTD,513, 02/10/2014,Chief Executives,Services Private Contractor
ADONIKO LTD,540, 17/12/2014,Chief Executives,Services Private Contractor
ADONIKO LTD,588.6, 29/12/2014,Chief Executives,Services Private Contractor
ADONIKO LTD,648, 29/12/2014,Chief Executives,Services Private Contractor
ADOPTION UK,714, 27/11/2014,Childrens Services,Publicitiy
ADOPTION UK,522, 18/12/2014,Childrens Services,Publicitiy
ADOPTION UK,819, 18/12/2014,Childrens Services,Publicitiy
ADVOCACY FOR OLDER PEOPLE,5000, 17/10/2014,Adult and Older People,Grants To Voluntary Organ
ADVOCACY FOR OLDER PEOPLE,4112.5, 09/12/2014,Housing Services HRA,Professional Fees
ADVOCACY FOR OLDER PEOPLE,4112.5, 09/12/2014,Adult and Older People,Professional Fees
ADVOCACY FOR OLDER PEOPLE,525, 24/12/2014,Adult and Older People,Services by External Providers
ADVOCACY IN GREENWICH,4375, 17/10/2014,Adult and Older People,Grants To Voluntary Organ
ADVOCACY IN GREENWICH,600, 24/12/2014,Adult and Older People,Professional Fees
AF STARR BUILDING CONTRACTORS,964.8, 01/10/2014,Childrens Services,R and M Day To Day
AF STARR BUILDING CONTRACTORS,1050, 13/10/2014,Childrens Services,R and M Day To Day
AF STARR BUILDING CONTRACTORS,588, 13/10/2014,Childrens Services,R and M Day To Day
AF STARR BUILDING CONTRACTORS,9542.4, 14/10/2014,Planned Maintenance,Refurbishment
AF STARR BUILDING CONTRACTORS,1452, 03/11/2014,Comm Safety and Environment,Repairs Buildings GMR In House
AF STARR BUILDING CONTRACTORS,11083.2, 30/12/2014,Modernisation,Newbuild
AGE EXCHANGE THEATRE TRUST LT,1182.1, 18/12/2014,Regeneration Enterprise and Sk,Apprentice Costs
AGE UK BROMLEY & GREENWICH,8750, 17/10/2014,Adult and Older People,Grants To Voluntary Organ
AGE UK BROMLEY & GREENWICH,3000, 24/11/2014,Adult and Older People,Services by External Providers
AGE UK BROMLEY & GREENWICH,16054.17, 19/12/2014,Adult and Older People,CAMHS Agency Placements
AGE UK BROMLEY & GREENWICH,16054.17, 19/12/2014,Adult and Older People,CAMHS Agency Placements
AGE UK BROMLEY & GREENWICH,16054.17, 19/12/2014,Adult and Older People,CAMHS Agency Placements
AGE UK BROMLEY & GREENWICH,2639, 24/12/2014,Adult and Older People,CAMHS Agency Placements
AGNIESZKA DANIELAK,2050, 16/12/2014,Chief Executives,Professional Fees
AHOY CENTRE,1700, 02/10/2014,Chief Executives,Other Services
AIR SURVEYS LIMITED,1800, 02/10/2014,Comm Safety and Environment,Asbestos Analysis
AISHA ABU,3270, 01/10/2014,Housing Services,Deposits
AISHA ABU,3270, 24/12/2014,Housing Services,Deposits
AJAX FLOORING COMPANY LTD,2514, 29/12/2014,Capital Housing Revenue Acc,Safety
AJORITSEDEBI & OGHENEKOME OGISI,2421, 01/10/2014,Housing Services,Deposits
AJORITSEDEBI & OGHENEKOME OGISI,2565, 24/12/2014,Housing Services,Deposits
AJR ECO LTD,6289.61, 05/11/2014,Housing Services HRA,Water Inspections
AJR ECO LTD,11690.28, 18/12/2014,Housing Services HRA,Water Inspections
AJR ECO LTD,11690.28, 23/12/2014,Housing Services HRA,Water Inspections
AJR ECO LTD,3718.01, 23/12/2014,Housing Services HRA,Water Inspections
AJR ECO LTD,6289.61, 23/12/2014,Housing Services HRA,Water Inspections
AJR ECO LTD,6633.74, 24/12/2014,Housing Services HRA,Water Inspections
ALAN BAXTER & ASSOCIATES LLP,11445.6, 13/10/2014,Chief Executives,Other Services
ALCHEMY FIREWORKS LTD,13857, 27/10/2014,Chief Executives,Other Services
ALEKSANDRA SEKULA,1680, 15/10/2014,Adult and Older People,Supply/Sessional Normal TIme
ALEKSANDRA SEKULA,1680, 25/11/2014,Adult and Older People,Supply/Sessional Normal TIme
ALETTA SHAW LTD,185683.7, 15/12/2014,Capital Housing Revenue Acc,Buy Backs
ALETTA SHAW LTD,185683.7, 15/12/2014,Capital Housing Revenue Acc,Buy Backs
ALEXANDRA SCOFFIN LIMITED,1312, 23/12/2014,Chief Executives,Professional Fees
ALH ESTATES LIMITED,875, 16/10/2014,Chief Executives,ESS Care Grant Rent Deposit / In Advance
ALICIA BROWN,1394, 08/10/2014,Childrens Services,Prof Serv Con Adv Non Curric
ALICIA BROWN,2050, 20/11/2014,Childrens Services,Prof Serv Con Adv Non Curric
ALICIA BROWN,2501, 16/12/2014,Childrens Services,Prof Serv Con Adv Non Curric
ALICIA BROWN,1845, 24/12/2014,Childrens Services,Prof Serv Con Adv Non Curric
ALISON COLEMAN-CROSS,3332, 01/10/2014,Housing Services,Deposits
ALISON COLEMAN-CROSS,2550, 24/12/2014,Housing Services,Deposits
ALISON WILLIAMS,600, 04/11/2014,Childrens Services,Training Expenses
ALLIED HEALTH PROFESSIONS LTD T/A SWP,1674.12, 06/10/2014,Childrens Services,Agency Staff
ALLIED HEALTH PROFESSIONS LTD T/A SWP,1674.12, 06/10/2014,Childrens Services,Agency Staff
ALLIED HEALTH PROFESSIONS LTD T/A SWP,1674.12, 06/10/2014,Childrens Services,Agency Staff
ALLIED HEALTH PROFESSIONS LTD T/A SWP,1674.12, 06/10/2014,Childrens Services,Agency Staff
ALLIED HEALTH PROFESSIONS LTD T/A SWP,1674.12, 06/10/2014,Childrens Services,Agency Staff
ALLIED HEALTH PROFESSIONS LTD T/A SWP,1674.12, 06/10/2014,Childrens Services,Agency Staff
ALLIED HEALTH PROFESSIONS LTD T/A SWP,1674.12, 06/10/2014,Childrens Services,Agency Staff
ALLIED HEALTH PROFESSIONS LTD T/A SWP,1339.3, 26/11/2014,Childrens Services,Agency Staff
ALLIED HEALTH PROFESSIONS LTD T/A SWP,1674.12, 26/11/2014,Childrens Services,Agency Staff
ALLIED HEALTH PROFESSIONS LTD T/A SWP,1674.12, 26/11/2014,Childrens Services,Agency Staff
ALLIED HEALTH PROFESSIONS LTD T/A SWP,1674.12, 26/11/2014,Childrens Services,Agency Staff
ALLIED HEALTH PROFESSIONS LTD T/A SWP,1674.12, 26/11/2014,Childrens Services,Agency Staff
ALLIED HEALTH PROFESSIONS LTD T/A SWP,1674.12, 26/11/2014,Childrens Services,Agency Staff
ALLIED HEALTHCARE GROUP LTD (SAGA),634.1, 06/10/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),711.68, 06/10/2014,Adult and Older People,Private Home Help Domest Misc
ALLIED HEALTHCARE GROUP LTD (SAGA),606.13, 06/10/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),509.07, 06/10/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),832.93, 06/10/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),2820.15, 06/10/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),912.19, 08/10/2014,Adult and Older People,Private Home Help Domest Misc
ALLIED HEALTHCARE GROUP LTD (SAGA),856.4, 13/10/2014,Adult and Older People,Private Home Help Domest Misc
ALLIED HEALTHCARE GROUP LTD (SAGA),682.67, 13/10/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),523.33, 21/10/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),659.59, 21/10/2014,Adult and Older People,Private Home Help Domest Misc
ALLIED HEALTHCARE GROUP LTD (SAGA),563.82, 21/10/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),2796.36, 21/10/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),807.28, 21/10/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),599.34, 21/10/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),506.28, 21/10/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),897.42, 31/10/2014,Adult and Older People,Private Home Help Domest Misc
ALLIED HEALTHCARE GROUP LTD (SAGA),2686.03, 14/11/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),775.47, 14/11/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),600.32, 14/11/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),523.01, 14/11/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),703.44, 14/11/2014,Adult and Older People,Private Home Help Domest Misc
ALLIED HEALTHCARE GROUP LTD (SAGA),853.1, 28/11/2014,Adult and Older People,Private Home Help Domest Misc
ALLIED HEALTHCARE GROUP LTD (SAGA),657.03, 28/11/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),536.86, 16/12/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),608.95, 16/12/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),805.85, 16/12/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),598.03, 16/12/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),2710.52, 16/12/2014,Adult and Older People,ISF Personal Care
ALLIED HEALTHCARE GROUP LTD (SAGA),649.33, 16/12/2014,Adult and Older People,Private Home Help Domest Misc
ALLIED HEALTHCARE GROUP LTD (SAGA),854.5, 23/12/2014,Adult and Older People,Private Home Help Domest Misc
ALLPAY NET LIMITED,10481.32, 01/10/2014,Housing Services HRA,Paypal Charges
ALLPAY NET LIMITED,10481.32, 01/10/2014,Housing Services HRA,Paypal Charges
ALLPAY NET LIMITED,12720.92, 01/10/2014,Chief Executives,Central Expenses
ALLPAY NET LIMITED,12720.92, 01/10/2014,Chief Executives,Central Expenses
ALLPAY NET LIMITED,11886.95, 08/10/2014,Chief Executives,Central Expenses
ALLPAY NET LIMITED,11886.95, 08/10/2014,Chief Executives,Central Expenses
ALLPAY NET LIMITED,12042.24, 27/10/2014,Chief Executives,Central Expenses
ALLPAY NET LIMITED,12042.24, 27/10/2014,Chief Executives,Central Expenses
ALLPAY NET LIMITED,10988.34, 11/11/2014,Housing Services HRA,Paypal Charges
ALLPAY NET LIMITED,10988.34, 11/11/2014,Housing Services HRA,Paypal Charges
ALLPAY NET LIMITED,10856.92, 10/12/2014,Housing Services HRA,Paypal Charges
ALLPAY NET LIMITED,10856.92, 10/12/2014,Housing Services HRA,Paypal Charges
ALLPAY NET LIMITED,11947.45, 29/12/2014,Chief Executives,Central Expenses
ALLPAY NET LIMITED,11947.45, 29/12/2014,Chief Executives,Central Expenses
ALPHA PLUS TRAINING,2950, 06/10/2014,Adult and Older People,Services by External Providers
ALTERS RECRUITMENT,1398, 07/10/2014,Adult and Older People,Private Home Help Domest Misc
ALTERS RECRUITMENT,1010.2, 07/10/2014,Adult and Older People,Private Home Help Domest Misc
ALTERS RECRUITMENT,563.59, 31/10/2014,Adult and Older People,Private Home Help Domest Misc
ALTERS RECRUITMENT,509.36, 31/10/2014,Adult and Older People,ISF Personal Care
ALTERS RECRUITMENT,1205.75, 31/10/2014,Adult and Older People,ISF Personal Care
ALTERS RECRUITMENT,1435.84, 31/10/2014,Adult and Older People,ISF Personal Care
ALTERS RECRUITMENT,590.52, 26/11/2014,Adult and Older People,Private Home Help Domest Misc
ALTERS RECRUITMENT,1435.84, 26/11/2014,Adult and Older People,ISF Personal Care
ALTERS RECRUITMENT,1178.73, 26/11/2014,Adult and Older People,ISF Personal Care
ALTERS RECRUITMENT,590.52, 22/12/2014,Adult and Older People,Private Home Help Domest Misc
ALTERS RECRUITMENT,997.84, 22/12/2014,Adult and Older People,ISF Personal Care
ALTERS RECRUITMENT,1435.84, 22/12/2014,Adult and Older People,ISF Personal Care
ALTERS RECRUITMENT,1297.64, 22/12/2014,Adult and Older People,Private Home Help Domest Misc
ALTERS RECRUITMENT,1732.64, 22/12/2014,Adult and Older People,Private Home Help Domest Misc
ALUN JENKINS,540, 15/12/2014,Chief Executives,Professional Fees
ALUN JENKINS,540, 15/12/2014,Chief Executives,Professional Fees
ALUN JENKINS,1020, 15/12/2014,Chief Executives,Professional Fees
ALUN JENKINS,3060, 15/12/2014,Chief Executives,Professional Fees
AMALGAMATED LIFTS LTD,1807.2, 27/10/2014,Regeneration Enterprise and Sk,Service Charges
AMAZING PROMOTIONAL MERCHANDISE LTD,5583, 02/10/2014,Chief Executives,Printing External Contract
AMAZING PROMOTIONAL MERCHANDISE LTD,1369.2, 02/10/2014,Chief Executives,Printing External Contract
AMBER CAR SERVICES LTD,601.08, 06/10/2014,Childrens Services,Transport For Children
AMBER CAR SERVICES LTD,5461.44, 24/10/2014,Childrens Services,Transport For Children
AMBER CAR SERVICES LTD,612.54, 03/11/2014,Childrens Services,Transport For Children
AMBER CAR SERVICES LTD,1227.54, 19/11/2014,Childrens Services,Transport For Children
AMBER CAR SERVICES LTD,7267.8, 25/11/2014,Childrens Services,Transport For Children
AMBER CAR SERVICES LTD,3564.96, 26/11/2014,Childrens Services,Transport For Children
AMBER CAR SERVICES LTD,3504, 26/11/2014,Childrens Services,Transport For Children
AMBER CAR SERVICES LTD,3216.96, 12/12/2014,Childrens Services,Transport For Children
AMBER CAR SERVICES LTD,1676.58, 23/12/2014,Childrens Services,Vehicle Hire External Hired
AMBER CAR SERVICES LTD,1676.58, 23/12/2014,Childrens Services,Transport For Children
AMBER CAR SERVICES LTD,2506.74, 22/12/2014,Childrens Services,Transport For Children
AMORGARD LIMITED,590.77, 21/10/2014,Comm Safety and Environment,Materials
AMPHLETT LISSIMORE SOLICITORS,185744, 01/12/2014,Capital Housing Revenue Acc,Buy Backs
AMPHLETT LISSIMORE SOLICITORS,185744, 01/12/2014,Capital Housing Revenue Acc,Buy Backs
AMY KELLY,500, 10/10/2014,Childrens Services,Prof Serv Con Adv Non Curric
ANA TREATMENT CENTRES LTD,988, 07/11/2014,Adult and Older People,Spot Purchase Rehab
ANA TREATMENT CENTRES LTD,1292, 07/11/2014,Adult and Older People,Spot Purchase Rehab
ANA TREATMENT CENTRES LTD,2356, 04/12/2014,Adult and Older People,Spot Purchase Rehab
ANAHITA REHABILITATION CENTRE LLP,4071.43, 07/10/2014,Adult and Older People,Services Private Contractor
ANAHITA REHABILITATION CENTRE LLP,4071.43, 07/10/2014,Adult and Older People,Services Private Contractor
ANAHITA REHABILITATION CENTRE LLP,4071.43, 07/10/2014,Adult and Older People,Services Private Contractor
ANAHITA REHABILITATION CENTRE LLP,4714.29, 07/10/2014,Adult and Older People,Services Private Contractor
ANAHITA REHABILITATION CENTRE LLP,5157.14, 14/10/2014,Adult and Older People,Services Private Contractor
ANAHITA REHABILITATION CENTRE LLP,4071.43, 14/10/2014,Adult and Older People,Services Private Contractor
ANAHITA REHABILITATION CENTRE LLP,4207.14, 07/11/2014,Adult and Older People,Services Private Contractor
ANAHITA REHABILITATION CENTRE LLP,4871.43, 10/11/2014,Adult and Older People,Services Private Contractor
ANAHITA REHABILITATION CENTRE LLP,4207.14, 10/11/2014,Adult and Older People,Services Private Contractor
ANAHITA REHABILITATION CENTRE LLP,3935.71, 10/11/2014,Adult and Older People,Services Private Contractor
ANAHITA REHABILITATION CENTRE LLP,4207.14, 10/11/2014,Adult and Older People,Services Private Contractor
ANAHITA REHABILITATION CENTRE LLP,4071.43, 08/12/2014,Adult and Older People,Services Private Contractor
ANAHITA REHABILITATION CENTRE LLP,4071.43, 08/12/2014,Adult and Older People,Services Private Contractor
ANAHITA REHABILITATION CENTRE LLP,4071.43, 08/12/2014,Adult and Older People,Services Private Contractor
ANAHITA REHABILITATION CENTRE LLP,4714.29, 08/12/2014,Adult and Older People,Services Private Contractor
ANAHITA REHABILITATION CENTRE LLP,5157.14, 12/12/2014,Adult and Older People,Services Private Contractor
ANCHOR FOSTERCARE SERVICES,3599.7, 02/10/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,2148, 02/10/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,2627.43, 07/10/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,4971.43, 14/10/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,2506, 22/10/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,3043, 22/10/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,1492, 27/10/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,3303.71, 27/10/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,3609.29, 03/11/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,3609.29, 03/11/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,3303.71, 03/11/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,4929, 03/11/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,3480.86, 03/11/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,3063.29, 03/11/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,5137.14, 03/11/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,3719.69, 03/11/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,3268.29, 03/11/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,3702.29, 03/11/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,5549, 03/11/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,3063.29, 03/11/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,4770, 01/12/2014,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES,3197.14, 01/12/2014,Childrens Services,Agency Placements
