name,Invoice Line Amount,Payment Date,LA Department,Expenditure Category/Description
REDACTED PERSONAL INFORMATION,924.00, 02/10/2017,Chief Executives,Professional Fees
REDACTED PERSONAL INFORMATION,648.00, 02/10/2017,Chief Executives,Professional Fees
REDACTED PERSONAL INFORMATION,"1,141.20", 02/10/2017,Chief Executives,Professional Fees
REDACTED PERSONAL INFORMATION,560.00, 02/10/2017,Chief Executives,Agency Staff
CROWN HOUSING LTD,"10,195.20", 02/10/2017,Housing Services,Rents Other
GREENWICH HERITAGE TRADING LIMITED,650.20, 02/10/2017,Health and Adult Services,Catering External Contract
GREENWICH SERVICE PLUS LIMITED,608.52, 02/10/2017,Regeneration Enterprise and Sk,Rm Buildings Gmrs Ext Contract
GREENWICH SERVICE PLUS LIMITED,739.82, 02/10/2017,Regeneration Enterprise and Sk,Rm Buildings Gmrs Ext Contract
TOTAL MERCHANDISE LTD,558.00, 02/10/2017,Health and Adult Services,Publicitiy
RSP RAIL TRAVEL  ACCOUNT,115.00, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,128.00, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,380.80, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,77.00, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,341.20, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,39.25, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,679.20, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,227.40, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,190.90, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,"1,017.55", 02/10/2017,Childrens Services,Transport For Children
RSP RAIL TRAVEL  ACCOUNT,229.70, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,290.60, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,180.80, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,111.50, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,279.10, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,116.20, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,599.80, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,111.10, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,256.30, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,310.40, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,30.60, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,16.30, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,276.50, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,86.10, 02/10/2017,Regeneration Enterprise and Sk,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,35.00, 02/10/2017,Regeneration Enterprise and Sk,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,45.70, 02/10/2017,Regeneration Enterprise and Sk,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,12.30, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,12.30, 02/10/2017,Health and Adult Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,12.30, 02/10/2017,Health and Adult Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,24.60, 02/10/2017,Health and Adult Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,26.50, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,62.00, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,461.10, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,321.50, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,87.10, 02/10/2017,Chief Executives,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,23.20, 02/10/2017,Chief Executives,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,47.30, 02/10/2017,Chief Executives,Professional Fees
RSP RAIL TRAVEL  ACCOUNT,29.80, 02/10/2017,Chief Executives,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,24.60, 02/10/2017,Chief Executives,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,8.80, 02/10/2017,Chief Executives,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,45.70, 02/10/2017,Chief Executives,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,12.30, 02/10/2017,Chief Executives,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,47.30, 02/10/2017,Chief Executives,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,385.60, 02/10/2017,Chief Executives,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,24.60, 02/10/2017,Housing Services HRA,Other Services
RSP RAIL TRAVEL  ACCOUNT,12.30, 02/10/2017,Housing Services HRA,Officers Overtime
RSP RAIL TRAVEL  ACCOUNT,36.90, 02/10/2017,Childrens Services,Professional Fees
TCS COMPUTER SERVICES LTD,"3,330.00", 02/10/2017,Chief Executives,Computer Software
REDACTED PERSONAL INFORMATION,"1,400.00", 02/10/2017,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"3,420.00", 02/10/2017,Childrens Services,Interventions Activities
REDACTED PERSONAL INFORMATION,"1,140.60", 02/10/2017,Chief Executives,Professional Fees
REDACTED PERSONAL INFORMATION,969.60, 02/10/2017,Chief Executives,Professional Fees
REDACTED PERSONAL INFORMATION,"1,539.60", 02/10/2017,Chief Executives,Professional Fees
REDACTED PERSONAL INFORMATION,720.00, 02/10/2017,Chief Executives,Professional Fees
REDACTED PERSONAL INFORMATION,570.00, 02/10/2017,Chief Executives,Professional Fees
REDACTED PERSONAL INFORMATION,570.00, 02/10/2017,Chief Executives,Professional Fees
REDACTED PERSONAL INFORMATION,570.00, 02/10/2017,Chief Executives,Professional Fees
REDACTED PERSONAL INFORMATION,912.00, 02/10/2017,Chief Executives,Professional Fees
REDACTED PERSONAL INFORMATION,627.60, 02/10/2017,Chief Executives,Professional Fees
RSP RAIL TRAVEL  ACCOUNT,363.40, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,722.60, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,23.10, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,215.00, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,227.10, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,608.30, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,257.20, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,687.20, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,216.00, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,137.60, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,199.70, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,130.30, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,719.10, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,"1,035.80", 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,114.30, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,354.20, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,135.30, 02/10/2017,Childrens Services,Transport For Children
RSP RAIL TRAVEL  ACCOUNT,12.30, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,52.60, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,133.70, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,17.50, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,630.00, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,752.00, 02/10/2017,Childrens Services,Transport For Parent Car
RSP RAIL TRAVEL  ACCOUNT,15.70, 02/10/2017,Childrens Services,Transport For Children
RSP RAIL TRAVEL  ACCOUNT,29.80, 02/10/2017,Regeneration Enterprise and Sk,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,24.60, 02/10/2017,Regeneration Enterprise and Sk,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,53.10, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,31.80, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,929.10, 02/10/2017,Childrens Services,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,70.00, 02/10/2017,Chief Executives,Professional Fees
RSP RAIL TRAVEL  ACCOUNT,22.30, 02/10/2017,Chief Executives,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,12.30, 02/10/2017,Chief Executives,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,12.30, 02/10/2017,Chief Executives,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,22.30, 02/10/2017,Chief Executives,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,22.30, 02/10/2017,Chief Executives,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,73.80, 02/10/2017,Chief Executives,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,17.50, 02/10/2017,Housing Services HRA,Travel Expenses
RSP RAIL TRAVEL  ACCOUNT,17.50, 02/10/2017,Housing Services HRA,Charlton Legal Disbursements
RSP RAIL TRAVEL  ACCOUNT,5.10, 02/10/2017,Housing Services HRA,Plumstead Legal Disbursements
RSP RAIL TRAVEL  ACCOUNT,74.50, 02/10/2017,Childrens Services,Transport For Parent Car
PANTILE TROPHIES,700.43, 02/10/2017,Childrens Services,Conference Expenses
FALON NAMEPLATES LTD,"1,898.28", 02/10/2017,Eltham Crematorium Revenue,Memorial Plaques
FALON NAMEPLATES LTD,"1,577.88", 02/10/2017,Eltham Crematorium Revenue,Memorial Plaques
EMJ MANAGEMENT LTD,"1,698.54", 02/10/2017,Eltham Crematorium Revenue,Clothing & Uniforms
REDACTED PERSONAL INFORMATION,"48,242.83", 02/10/2017,Childrens Services,Services Other Local Author
REDACTED PERSONAL INFORMATION,"10,200.00", 02/10/2017,Childrens Services,Services Other Local Author
BUCHANAN COMPUTING LTD,"8,643.00", 02/10/2017,Regeneration Enterprise and Sk,Computer Software
FAIRDEAL WINDOWS LTD,"11,731.20", 02/10/2017,Capital Housing Revenue Acc,Safety
A & T FLOORING LIMITED,"3,898.80", 02/10/2017,Capital Housing Revenue Acc,Safety
REDACTED PERSONAL INFORMATION,"12,196.00", 02/10/2017,Childrens Services,Services Other Local Author
SOUTH OF ENGLAND FOUNDATION,"1,875.00", 02/10/2017,Transportation Schemes,General Payments
EVOLVE PARTNERSHIP LTD,"1,628.99", 02/10/2017,Housing Services HRA,Professional Fees
HADLOW COLLEGE,"1,600.00", 02/10/2017,Comm Safety and Environment,Training Expenses
HADLOW COLLEGE,"1,700.00", 02/10/2017,Comm Safety and Environment,Training Expenses
KELLY DAVIES T/A VI-ABILITY,"1,500.00", 02/10/2017,Regeneration Enterprise and Sk,Services Private Contractor
PROTOCOL EDUCATION LTD,532.80, 02/10/2017,Childrens Services,Other Services
VERTIV INFRASTRUCTURE LIMITED,"2,480.40", 02/10/2017,Chief Executives,R & M Buildings Other
VERTIV INFRASTRUCTURE LIMITED,"1,633.20", 02/10/2017,Regeneration Enterprise and Sk,Rm Buildings Gmrs Ext Contract
AF STARR BUILDING CONTRACTORS,"1,104.00", 02/10/2017,Other General Fund,Refurbishment
RAVENSBOURNE COLLEGE,"8,100.00", 02/10/2017,Regeneration Enterprise and Sk,Services Private Contractor
PARITY PROJECTS LIMITED,"5,938.20", 02/10/2017,Capital Housing Revenue Acc,Ext Consultants Fees
GLOBAL SOLUTION SERVICES (UK) LTD,"1,875.00", 02/10/2017,Regeneration Enterprise and Sk,Services Private Contractor
METRO FLOORING LTD,605.94, 02/10/2017,Comm Safety and Environment,R & M Buildings Other
JAG TRAINING LIMITED,"1,062.00", 02/10/2017,Regeneration Enterprise and Sk,Services Private Contractor
ICENI PROJECTS LTD,"4,800.00", 02/10/2017,Modernisation,Ext Consultants Fees
HOW SCAFFOLDING,"2,340.00", 02/10/2017,Capital Housing Revenue Acc,Access
GUNNEBO UK LIMITED,"4,482.00", 02/10/2017,Regeneration Enterprise and Sk,Rm Buildings Gmrs Ext Contract
GUNNEBO UK LIMITED,"1,492.80", 02/10/2017,Regeneration Enterprise and Sk,Rm Buildings Gmrs Ext Contract
ANGELS ABODE LIMITED,"1,800.00", 02/10/2017,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"1,800.00", 02/10/2017,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,960.00, 02/10/2017,Health and Adult Services,Rents Other
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,679.28, 02/10/2017,Health and Adult Services,Private Home Help Domest Misc
CMG HOMES LTD,557.72, 02/10/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,716.88, 02/10/2017,Health and Adult Services,PS Residential Respite Care
REDACTED PERSONAL INFORMATION,"5,580.00", 02/10/2017,Childrens Services,LC Independent Living
REDACTED PERSONAL INFORMATION,"3,105.00", 02/10/2017,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"3,181.50", 02/10/2017,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"3,535.50", 02/10/2017,Childrens Services,Agency Placements
RAINBOW FOSTERING SERVICES LIMITED,"3,268.80", 02/10/2017,Childrens Services,Agency Placements
ANCHOR FOSTERCARE SERVICES LIMITED,"3,585.30", 02/10/2017,Childrens Services,Agency Placements
CHOICE SUPPORT LTD,"3,705.72", 02/10/2017,Health and Adult Services,Supported Living
CHOICE SUPPORT LTD,"3,777.20", 02/10/2017,Health and Adult Services,Supported Living
CLEARWATER CARE (HACKNEY) LTD,"8,529.48", 02/10/2017,Health and Adult Services,Services Private Contractor
CAPSTONE FOSTER CARE (SOUTH EAST ) LTD,"1,319.00", 02/10/2017,Childrens Services,Agency Placements
CAPSTONE FOSTER CARE (SOUTH EAST ) LTD,"4,333.90", 02/10/2017,Childrens Services,Agency Placements
CRAEGMOOR OAKS SIDCUP PRIORY,"4,714.29", 02/10/2017,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"15,000.00", 02/10/2017,Childrens Services,Agency Placements
CRAEGMOOR OAKS SIDCUP PRIORY,"4,714.29", 02/10/2017,Health and Adult Services,Private Sector Nursing Homes
CRAEGMOOR OAKS SIDCUP PRIORY,"4,307.14", 02/10/2017,Health and Adult Services,Private Sector Nursing Homes
BUPA CARE HOMES (CFHCARE) LIMITED,"3,011.79", 02/10/2017,Health and Adult Services,Private Sector Nursing Homes
CRAEGMOOR OAKS SIDCUP PRIORY,"4,307.14", 02/10/2017,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"2,549.79", 02/10/2017,Health and Adult Services,Private Sector Nursing Homes
REGARD PARTNERSHIP LTD,"4,564.71", 02/10/2017,Health and Adult Services,Supported Living
BUPA CARE HOMES (GL) LTD - WESTCOMBE PARK,702.73, 02/10/2017,Health and Adult Services,Private Sector Nursing Homes
CRAEGMOOR OAKS SIDCUP PRIORY,"4,714.29", 02/10/2017,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"4,495.68", 02/10/2017,Health and Adult Services,Services Private Contractor
HEADWAY SELNWK LTD,864.00, 02/10/2017,Health and Adult Services,Client Support
HEADWAY SELNWK LTD,"1,008.00", 02/10/2017,Health and Adult Services,Client Support
HEADWAY SELNWK LTD,864.00, 02/10/2017,Health and Adult Services,Client Support
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,634.24, 02/10/2017,Health and Adult Services,Private Home Help Domest Misc
CHOICE SUPPORT LTD,"2,275.40", 02/10/2017,Health and Adult Services,Supported Living
HEADWAY SELNWK LTD,704.00, 02/10/2017,Health and Adult Services,Voluntary Bodies Other Care
HEADWAY SELNWK LTD,960.00, 02/10/2017,Health and Adult Services,Voluntary Bodies Other Care
FIRST CHOICE SOCIAL CARE & SHELTERED HOUSING LTD,596.61, 02/10/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"1,583.14", 02/10/2017,Childrens Services,Higher Education
REDACTED PERSONAL INFORMATION,"3,600.00", 02/10/2017,Childrens Services,Agency Placements
OASIS CARE & TRAINING AGENCY,751.68, 02/10/2017,Childrens Services,Private Home Help Domestic
HARMONY HOME AID SERVICES LTD,"1,092.06", 02/10/2017,Health and Adult Services,Private Home Help Domest Misc
HEADWAY SELNWK LTD,512.00, 02/10/2017,Health and Adult Services,Rents Other
HARMONY HOME AID SERVICES LTD,884.40, 02/10/2017,Health and Adult Services,Private Home Help Domest Misc
HARMONY HOME AID SERVICES LTD,"1,188.49", 02/10/2017,Health and Adult Services,Private Home Help Domest Misc
HARMONY HOME AID SERVICES LTD,"1,323.84", 02/10/2017,Health and Adult Services,ISF Personal Care
HARMONY HOME AID SERVICES LTD,847.76, 02/10/2017,Health and Adult Services,ISF Personal Care
REDACTED PERSONAL INFORMATION,"2,907.86", 02/10/2017,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"2,907.85", 02/10/2017,Health and Adult Services,Services Private Contractor
HARMONY HOME AID SERVICES LTD,"1,298.12", 02/10/2017,Health and Adult Services,ISF Personal Care
HARMONY HOME AID SERVICES LTD,925.44, 02/10/2017,Health and Adult Services,ISF Personal Care
HARMONY HOME AID SERVICES LTD,"1,847.64", 02/10/2017,Health and Adult Services,Private Home Help Domest Misc
HARMONY HOME AID SERVICES LTD,922.83, 02/10/2017,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"6,666.85", 02/10/2017,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"2,820.00", 02/10/2017,Housing Services,Deposits
REDACTED PERSONAL INFORMATION,667.00, 02/10/2017,Childrens Services,Higher Education
REDACTED PERSONAL INFORMATION,667.00, 02/10/2017,Childrens Services,Higher Education
WELL STREET BETTER CARE & HEALTH LTD,"3,600.00", 02/10/2017,Health and Adult Services,Consultants
ALZHEIMER`S SOCIETY,"19,250.00", 02/10/2017,Health and Adult Services,Grants To Voluntary Organ
WELL STREET BETTER CARE & HEALTH LTD,"3,600.00", 02/10/2017,Health and Adult Services,Consultants
PROJECT CENTRE LIMITED,"110,643.91", 02/10/2017,Regeneration Enterprise Skills,Expenditure Payments
PROJECT CENTRE LIMITED,165.97, 02/10/2017,Regeneration Enterprise Skills,Expenditure Payments
REDACTED PERSONAL INFORMATION,"1,900.00", 03/10/2017,Childrens Services,Services Other Local Author
REDACTED PERSONAL INFORMATION,630.00, 03/10/2017,Childrens Services,Services by External Providers
SOUTHEAST SERVICES,"2,292.00", 03/10/2017,Housing Services,Rents Other
OLIVE PROPERTY LETTING LIMITED,"7,522.00", 03/10/2017,Housing Services,Rents Other
LAWSON VILLAS LTD,"1,120.00", 03/10/2017,Housing Services,Rents Other
MAHN ESTATES LTD,924.00, 03/10/2017,Housing Services,Rents Other
WHYTE & CO,"1,320.95", 03/10/2017,Chief Executives,Debt Collection Agency Charges
WHYTE & CO,"1,845.58", 03/10/2017,Chief Executives,Debt Collection Agency Charges
WING PARKING LTD,"19,213.92", 03/10/2017,Housing Services HRA,Parking Improvements
WING PARKING LTD,"-16,011.60", 03/10/2017,Housing Services HRA,Ext Inc Other Recover Charges
ROYAL BOROUGH OF GREENWICH HERITAGE TRUST CIO,952.00, 03/10/2017,Health and Adult Services,Venue Hire
CASTLE WATER LIMITED,"1,191.11", 03/10/2017,Health and Adult Services,Water
CASTLE WATER LIMITED,656.92, 03/10/2017,Comm Safety and Environment,Water
CASTLE WATER LIMITED,"1,914.11", 03/10/2017,Comm Safety and Environment,Water
PUMPS & MOTORS (UK) LTD,"3,780.00", 03/10/2017,Chief Executives,Rm Buildings Gmrs Ext Contract
AA MEDIA LTD,854.40, 03/10/2017,Chief Executives,Other Services
ARCADIS LLP,"2,244.84", 03/10/2017,Modernisation,Ext Project Management
ARCADIS LLP,"1,480.45", 03/10/2017,Modernisation,Ext Consultants Fees
REDACTED PERSONAL INFORMATION,900.00, 03/10/2017,Childrens Services,Other Services
EIGHT ASSOCIATES LTD,"1,302.00", 03/10/2017,Modernisation,Other Expenses
DELUSCIOUS CATERING LTD,"1,610.40", 03/10/2017,Childrens Services,Catering External Contract
D CATCHESIDES LTD,"7,387.36", 03/10/2017,Housing Services HRA,Services Private Contractor
CASTLE WATER LIMITED,616.54, 03/10/2017,Comm Safety and Environment,Water
SIMPLY HIRE LTD T/AS SIMPLY LOOS,840.00, 03/10/2017,Chief Executives,Other Services
SIMPLY HIRE LTD T/AS SIMPLY LOOS,684.00, 03/10/2017,Chief Executives,Other Services
SIMPLY HIRE LTD T/AS SIMPLY LOOS,"2,880.00", 03/10/2017,Chief Executives,Other Services
SIMPLY HIRE LTD T/AS SIMPLY LOOS,"4,884.00", 03/10/2017,Chief Executives,Other Services
PEARSON EDUCATION LTD,"7,200.00", 03/10/2017,Childrens Services,Equipment
PEARSON EDUCATION LTD,"-4,924.99", 03/10/2017,Childrens Services,Equipment
PEARSON EDUCATION LTD,"4,104.15", 03/10/2017,Childrens Services,Equipment
WELL STREET BETTER CARE & HEALTH LTD,"2,800.00", 03/10/2017,Health and Adult Services,Consultants
BARTS HEALTH NHS TRUST,"7,665.14", 03/10/2017,Health and Adult Services,Medical Services
BOOTS UK LIMITED,678.00, 03/10/2017,Health and Adult Services,Medical Services
A F BROWNE LTD,618.00, 03/10/2017,Health and Adult Services,Medical Services
N S WARWICK LTD,740.00, 03/10/2017,Health and Adult Services,Medical Services
HENNESSEY LTD,"3,696.00", 03/10/2017,Capital Housing Revenue Acc,Refurbishment
FACULTATIEVE TECHNOLOGIES LTD,"1,757.04", 03/10/2017,Eltham Crematorium Revenue,R & M Buildings Other
LONDON BUSES SERVICES LTD,"8,871.82", 03/10/2017,Transportation Schemes,General Payments
BOOTS UK LIMITED,"1,176.00", 03/10/2017,Health and Adult Services,Medical Services
HARVEST ENERGY LTD,"2,262.00", 03/10/2017,Comm Safety and Environment,Vehicle Fuel Ext Contractor
TEACHERS` PENSIONS,782.71, 03/10/2017,Childrens Services,Early Retirement Costs Ongoing
TEACHERS` PENSIONS,"32,709.25", 03/10/2017,Childrens Services,Early Retirement Costs Ongoing
TEACHERS` PENSIONS,"14,666.43", 03/10/2017,Childrens Services,Early Retirement Costs Ongoing
TEACHERS` PENSIONS,"3,794.73", 03/10/2017,Childrens Services,Early Retirement Costs Ongoing
TEACHERS` PENSIONS,"6,273.34", 03/10/2017,Childrens Services,Early Retirement Costs Ongoing
TEACHERS` PENSIONS,"7,507.51", 03/10/2017,Childrens Services,Early Retirement Costs Ongoing
TEACHERS` PENSIONS,"3,336.88", 03/10/2017,Childrens Services,Early Retirement Costs Ongoing
TEACHERS` PENSIONS,"12,099.93", 03/10/2017,Childrens Services,Early Retirement Costs Ongoing
GREENWICH PENINSULA ESTATE MANAGEMENT CO LTD,"2,101.80", 03/10/2017,Childrens Services,MIsc
QUAGGY DEVELOPMENT TRUST GWCC,"48,857.30", 03/10/2017,Childrens Services,C&F Commissioning Contract
ALZHEIMER`S SOCIETY,"19,250.00", 03/10/2017,Health and Adult Services,Grants To Voluntary Organ
PUBLIC HEALTH ENGLAND,640.00, 03/10/2017,Health and Adult Services,Conference Expenses
MAIL SOLUTIONS UK LTD T/A CROSSWAYS ENVELOPES,"1,017.00", 03/10/2017,Housing Services HRA,Other Services
IT WORKS HEALTH LIMITED,"2,565.00", 03/10/2017,Health and Adult Services,Agency Staff
HOME-START GREENWICH,"29,728.64", 03/10/2017,Childrens Services,C&F Commissioning Contract
