name,Invoice Line Amount,Payment Date,LA Department,Expenditure Category/Description
REDACTED PERSONAL INFORMATION,750,06/04/2016,Eltham Crematorium Revenue,Other Services
WOLSELEY UK LTD (VARIOUS SUPPLIES),605.19,07/04/2016,Housing Services,Materials
VANBRUGH GROUP PRACTICE,517.96,07/04/2016,Health and Adult Services,Services by External Providers
TUNSTALL HEALTHCARE (UK) LTD,786.22,07/04/2016,Health and Adult Services,Equipment Repair
THE CAMDEN SOCIETY,36562.5,07/04/2016,Health and Adult Services,Grants To Voluntary Organ
INDEPENDANT REVIEWS LTD,2280,07/04/2016,Housing Services HRA,Other Services
ADONIKO LTD,637.2,07/04/2016,Chief Executives,Services Private Contractor
REDACTED PERSONAL INFORMATION,817.53,07/04/2016,Corporate,Insurance Claims
ANTALIS LIMITED,832.2,07/04/2016,Chief Executives,Materials
SIGNS PLUS LIMITED,1650,07/04/2016,Chief Executives,Other Services
ORLAITH CAFFREY,11096,07/04/2016,Regeneration Enterprise and Sk,MIsc
LLOYDS TSB COMMERCIAL FINANCE LTD,3290.4,07/04/2016,Chief Executives,Other Services
NPOWER LTD,3247.1,07/04/2016,Eltham Crematorium Revenue,Electricity
NPOWER LTD,925.37,07/04/2016,Comm Safety and Environment,Electricity
HFS ENVIRONMENTAL LTD,1692,07/04/2016,Comm Safety and Environment,Asbestos Analysis
GREENWICH SERVICE PLUS LIMITED,723.66,07/04/2016,Eltham Crematorium Revenue,Cleaning Serv In House Trad
W J KING LIMITED,838.78,07/04/2016,Comm Safety and Environment,Plant Fuel In House Trading
W J KING LIMITED,16.78,07/04/2016,Comm Safety and Environment,Plant Fuel In House Trading
W J KING LIMITED,-0.25,07/04/2016,Comm Safety and Environment,Plant Fuel In House Trading
ROYAL MAIL GROUP LTD,4438.58,07/04/2016,Chief Executives,Printing External Contract
GREENWICH SERVICE PLUS LIMITED,894.25,07/04/2016,Childrens Services,Vehicle Repair In House Trad
THE FOUNTAIN WORKSHOP (MAINTENANCE) LTD,912,07/04/2016,Comm Safety and Environment,Professional Fees
KENT COUNTY COUNCIL (KCS),67493.15,07/04/2016,Systems Control Accounts,Expenditure Payments
KENT COUNTY COUNCIL (KCS),119459.98,07/04/2016,Systems Control Accounts,Expenditure Payments
THE FOUNTAIN WORKSHOP (MAINTENANCE) LTD,2490.98,07/04/2016,Comm Safety and Environment,Professional Fees
KENT COUNTY COUNCIL (KCS),126547.09,07/04/2016,Systems Control Accounts,Expenditure Payments
KENT COUNTY COUNCIL (KCS),33843.1,07/04/2016,Systems Control Accounts,Expenditure Payments
NICO OFFICE LTD,598.86,07/04/2016,Regeneration Enterprise and Sk,Computer Supplies & Stationery
NEWCOM (UK) LTD,952.85,07/04/2016,Health and Adult Services,Agency Staff
THE LEWISHAM HEALTHCARE NHS TRUST,21071.04,07/04/2016,Health and Adult Services,QEH Costs
ROYAL SOCIETY FOR PUBLIC HEALTH,1400,07/04/2016,Health and Adult Services,Catering
COGENCO LTD,881.82,07/04/2016,NS Heating and Lighting,Electricity
BALTIMORE CONSULTING LTD,2106,07/04/2016,Childrens Services,Agency Staff
BALTIMORE CONSULTING LTD,2460,07/04/2016,Childrens Services,Agency Staff
THAMES ELECTRICAL SUPPLIES,802.48,07/04/2016,Housing Services,Materials
CORAM ACADEMY LTD,1981.44,07/04/2016,Childrens Services,Subscriptions
TRINITY METHODIST CHURCH,1392.22,07/04/2016,Health and Adult Services,Trinity Centre
CARESTAFF NORTH WEST LTD,1025.5,07/04/2016,Childrens Services,Agency Staff
UK FOSTERING LTD,1086,07/04/2016,Childrens Services,Agency Placements
GREENWICH SERVICE PLUS LIMITED,640.12,07/04/2016,Health and Adult Services,Boyle Hse Project
GREENWICH SERVICE PLUS LIMITED,2528.47,07/04/2016,Health and Adult Services,Cleaning Services - Contract
ROYAL BOROUGH OF GREENWICH HERITAGE TRUST CIO,1600,07/04/2016,Health and Adult Services,Peace St Project
BERKELEY HOMES ( EAST THAMES) LTD,2520,07/04/2016,Chief Executives,Other Services
RSOOK TRADING LTD,1332,07/04/2016,Childrens Services,Agency Staff
CARESTAFF NORTH WEST LTD,772.5,07/04/2016,Childrens Services,Agency Staff
REDACTED PERSONAL INFORMATION,2605.3,07/04/2016,Capital Housing Revenue Acc,Disturbance
JOHNSON  AUSTIN PARTNERSHIP LLP,3360,07/04/2016,Corporate,Insurance Claims
TKTM LIMITED,1094.4,07/04/2016,Health and Adult Services,Agency Staff
DOCKLANDS WASTE RECYCLING LTD,1080,07/04/2016,Housing Services,Materials
DOCKLANDS WASTE RECYCLING LTD,1080,07/04/2016,Housing Services,Materials
DOCKLANDS WASTE RECYCLING LTD,1080,07/04/2016,Housing Services,Materials
DOCKLANDS WASTE RECYCLING LTD,1620,07/04/2016,Housing Services,Materials
VENTIVE LTD,90000,07/04/2016,Capital Housing Revenue Acc,Refurbishment
GRAHAM HOLMES ASTRASEAL LIMITED,12344.38,07/04/2016,Capital Housing Revenue Acc,Safety
THE RIVERSIDE GROUP LTD,1502.75,07/04/2016,Health and Adult Services,Services by External Providers
ARCHITECTURAL DECORATORS LTD,53254.76,07/04/2016,Capital Housing Revenue Acc,Refurbishment
NIBLOCK ( BUILDERS ) LTD,21341.46,07/04/2016,Capital Housing Revenue Acc,Refurbishment
ASTON GROUP,9354.04,07/04/2016,Capital Housing Revenue Acc,Heating
STANNAH LIFT SERVICES LTD,2443.41,07/04/2016,Housing Services,Other Services
STANNAH LIFT SERVICES LTD,841.3,07/04/2016,Housing Services,Other Services
MASTERDOR LIMITED,7477.07,07/04/2016,Capital Housing Revenue Acc,Safety
JP CONTRACTORS,12054.7,07/04/2016,Modernisation,Refurbishment
OPENVIEW SECURITY SOLUTIONS LTD,82960.62,07/04/2016,Housing Services HRA,Door Entry Phone
MANPOWER UK LTD,333228.56,07/04/2016,Systems Control Accounts,Expenditure Payments
STENBALL GROUP LTD,18667.56,07/04/2016,Other General Fund,Newbuild
ELEKTROMOTIVE LTD,14630.4,07/04/2016,Comm Safety and Environment,Equipment
EXOVA (UK) LTD T/AS EXOVA BM TRADA,6720.13,07/04/2016,Capital Housing Revenue Acc,Safety
TROWERS & HAMLINS LLP,11571.96,07/04/2016,Housing Services HRA,Professional Fees
BT PLC,1972.09,07/04/2016,Chief Executives,Telephones
TCS COMPUTER SERVICES LTD,1066.8,07/04/2016,Chief Executives,MIsc
NIBLOCK ( BUILDERS ) LTD,213171.17,07/04/2016,Capital Housing Revenue Acc,Refurbishment
REDCORN LTD,648,07/04/2016,Regeneration Enterprise and Sk,Ext Inc Other Recover Charges
NORTHGATE PUBLIC SERVICES (UK) LTD,608.4,07/04/2016,Chief Executives,Services Private Contractor
RAPID PLATFORMS,1056,07/04/2016,Housing Services HRA,Communal Decoration
RESTORE COMMUNITY PROJECTS,1682.64,07/04/2016,Housing Services HRA,Voids
RESTORE COMMUNITY PROJECTS,629.28,07/04/2016,Housing Services HRA,Voids
WOLSELEY UK LTD (VARIOUS SUPPLIES),6825.29,07/04/2016,Housing Services,Materials
THE CAMPAIGN COMPANY LIMITED,11046,07/04/2016,Health and Adult Services,Services by External Providers
EMMAUS GREENWICH,590.86,07/04/2016,Housing Services HRA,Voids
EMMAUS GREENWICH,71.82,07/04/2016,Housing Services HRA,Voids
EMMAUS GREENWICH,396.38,07/04/2016,Housing Services HRA,Voids
EMMAUS GREENWICH,340.1,07/04/2016,Housing Services HRA,Voids
EMMAUS GREENWICH,309.18,07/04/2016,Housing Services HRA,Voids
EMMAUS GREENWICH,1402.7,07/04/2016,Housing Services HRA,Voids
EMMAUS GREENWICH,400.14,07/04/2016,Housing Services HRA,Voids
SHARPE PRITCHARD LLP,2349,07/04/2016,Capital Housing Revenue Acc,Ext Legal Fees
EMMAUS GREENWICH,1290.02,07/04/2016,Housing Services HRA,Voids
EMMAUS GREENWICH,639.54,07/04/2016,Housing Services HRA,Voids
EMMAUS GREENWICH,126.54,07/04/2016,Housing Services HRA,Voids
EMMAUS GREENWICH,584.14,07/04/2016,Housing Services HRA,Voids
CAYSH,8125,07/04/2016,Housing Services,Services by External Providers
ENGLISH HERITAGE TRUST,1680,07/04/2016,Comm Safety and Environment,Rents Other
TERRAFIRMA PIPELINE LIMITED,5283.07,07/04/2016,Housing Services,Services Private Contractor
DG SERVICING LTD,2597.4,07/04/2016,Capital Housing Revenue Acc,General Payments
POLLOCK LIFTS,10830,07/04/2016,Capital Housing Revenue Acc,General Payments
PENNA PLC,2512.8,07/04/2016,Chief Executives,Services Private Contractor
KINGS COLLEGE LONDON,6600,07/04/2016,Chief Executives,AOPS Social Care
JANETTE NIMMO,947.2,07/04/2016,Health and Adult Services,Other Agency Services
KINGS COLLEGE LONDON,7200,07/04/2016,Chief Executives,Children`s Social Care
PUMA BUILDING SERVICES LTD,5857.44,07/04/2016,Chief Executives,Repairs Buildings GMR In House
REDACTED PERSONAL INFORMATION,1420,07/04/2016,Childrens Services,Professional Fees
CYMAR COMPUTER LTD,2160,07/04/2016,Regeneration Enterprise and Sk,Computer Hardware
BNP PARIBAS LEASE GROUP,7748.21,07/04/2016,Chief Executives,Expenditure Payments
NINA JOB,1625,07/04/2016,Health and Adult Services,Services by External Providers
CHP MANAGEMENT LTD,65147.5,07/04/2016,Regeneration Enterprise and Sk,Rents Other
HENNESSEY LTD,12600,07/04/2016,Capital Housing Revenue Acc,Refurbishment
NORTHGATE PUBLIC SERVICES (UK) LTD,17936.14,07/04/2016,Chief Executives,Services Private Contractor
NUMBER 10 INTERIM LTD,2399.88,07/04/2016,Health and Adult Services,Consultants
FACULTATIEVE TECHNOLOGIES LTD,1762.04,07/04/2016,Eltham Crematorium Revenue,R & M Buildings Other
NORTHGATE PUBLIC SERVICES (UK) LTD,8001.6,07/04/2016,Chief Executives,TCS Application & Support
OUTLOOK CARE,32905.58,07/04/2016,Health and Adult Services,Block Contracts
FAITHORN FARRELL TIMMS,2340,07/04/2016,Housing Services HRA,Corp Training Train Dev Fund
RICOH UK LTD,490.39,07/04/2016,Comm Safety and Environment,Photocopying
RICOH UK LTD,535.3,07/04/2016,Comm Safety and Environment,Photocopying
KENT HEATING SERVICES LIMITED,7140,07/04/2016,Housing Services HRA,Communal Plant Maintenance
UK YOUTH,1890,07/04/2016,Childrens Services,Professional Fees
KENT HEATING SERVICES LIMITED,5940,07/04/2016,Housing Services HRA,Communal Plant Maintenance
MILTON PROPERTY INVESTMENTS LTD,12343.86,07/04/2016,Comm Safety and Environment,Rents Other
CITIGUARDS LTD,3771.36,07/04/2016,Capital Housing Revenue Acc,Security
PROLUDIC LIMITED,11006.4,07/04/2016,Comm Safety and Environment,Equipment
LEARNING POOL LTD,12600,07/04/2016,Chief Executives,Shared Services - ICT
COMPLETE ECOLOGY LTD,13560,07/04/2016,Comm Safety and Environment,R & M Buildings Other
HAGS- SMP LIMITED,11364,07/04/2016,Housing Services HRA,Play Equipment Maintenance
BNP PARIBAS LEASE GROUP,7748.21,07/04/2016,Chief Executives,Expenditure Payments
CAYSH,32395.44,07/04/2016,Housing Services,Services by External Providers
GEORGE BROWNS LTD,35961.9,07/04/2016,Comm Safety and Environment,Equipment
DEEP BLUE ASSET MANAGEMENT LLP,1600,07/04/2016,Childrens Services,Agency Staff
HADLOW COLLEGE,2500,07/04/2016,Regeneration Enterprise and Sk,Services Private Contractor
CBRE LTD,13050,07/04/2016,Chief Executives,Rents Other
CBRE LTD,1971.9,07/04/2016,Chief Executives,Service Charges
THE NATIONAL YOUTH ADVOCACY SERVICE,19787.6,07/04/2016,Childrens Services,Other Services
CYMAR COMPUTER LTD,540,07/04/2016,Regeneration Enterprise and Sk,Computer Hardware
REDACTED PERSONAL INFORMATION,1937.37,07/04/2016,Childrens Services,Agency Placements
ORDINARY LIVING LTD,3264,07/04/2016,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,1674.23,07/04/2016,Childrens Services,Higher Education
REDACTED PERSONAL INFORMATION,1677.85,07/04/2016,Childrens Services,Higher Education
REDACTED PERSONAL INFORMATION,1736,07/04/2016,Health and Adult Services,Rents Other
THOMAS BINGHAM CHAMBERS LTD,1050,07/04/2016,Chief Executives,Professional Fees
THOMAS BINGHAM CHAMBERS LTD,717,07/04/2016,Chief Executives,Professional Fees
THOMAS BINGHAM CHAMBERS LTD,1080,07/04/2016,Chief Executives,Professional Fees
REDACTED PERSONAL INFORMATION,1622.5,07/04/2016,Childrens Services,Higher Education
STONE ROWE BREWER LLP,719,07/04/2016,Corporate,Insurance Claims
REDACTED PERSONAL INFORMATION,848,08/04/2016,Systems Control Accounts,Advances
ADOPTION UK,1250,08/04/2016,Childrens Services,Subscriptions
MANPOWER UK LTD,379764.11,08/04/2016,Systems Control Accounts,Expenditure Payments
THE RIVERSIDE GROUP LTD,1502.75,08/04/2016,Health and Adult Services,Services by External Providers
MANPOWER UK LTD,298280.28,08/04/2016,Systems Control Accounts,Expenditure Payments
MANPOWER UK LTD,391324.96,08/04/2016,Systems Control Accounts,Expenditure Payments
MANPOWER UK LTD,371543.48,08/04/2016,Systems Control Accounts,Expenditure Payments
MANPOWER UK LTD,477224.76,08/04/2016,Systems Control Accounts,Expenditure Payments
PROJECT CENTRE LIMITED,40561.03,08/04/2016,Regeneration Enterprise Skills,Expenditure Payments
POTTER RAPER PARTNERSHIP,592.8,08/04/2016,Capital Housing Revenue Acc,Ext Consultants Fees
MRS P KOIRALA,834.3,08/04/2016,Health and Adult Services,Services by External Providers
MRS N IBRAHIM,563.6,08/04/2016,Health and Adult Services,Services by External Providers
EWO KEAN,860,08/04/2016,Health and Adult Services,Services by External Providers
MILTON PROPERTY INVESTMENTS LTD,12343.86,08/04/2016,Comm Safety and Environment,Rents Other
MCCH,340867.43,08/04/2016,Health and Adult Services,Services Private Contractor
DEIGHTON PIERCE GLYNN LIMITED,12137,08/04/2016,Chief Executives,Professional Fees
ERIC DOOLEY,2498.5,08/04/2016,Chief Executives,Professional Fees
NEOPOST FINANCE LTD,24000,08/04/2016,Chief Executives,Postage - Royal Mail
WFL (UK) LIMITED T/AS HALL FUELS,4494.6,08/04/2016,NS Heating and Lighting,Oil
ONLINE ERGONOMICS LIMITED,666,08/04/2016,Chief Executives,Equipment
POTTER RAPER PARTNERSHIP,585,08/04/2016,Capital Housing Revenue Acc,Ext Consultants Fees
THORBRAND LTD T/AS MINISTRY,990,08/04/2016,Health and Adult Services,Services Private Contractor
CLARKE INSTRUMENTS LTD,1768.67,08/04/2016,Comm Safety and Environment,Repairs Buildings GMR In House
THE METRO CENTRE,55989.75,08/04/2016,Health and Adult Services,Services Private Contractor
THE METRO CENTRE,56929,08/04/2016,Health and Adult Services,Medical Services
GEORGE BROWNS LTD,15900,08/04/2016,Comm Safety and Environment,Equipment
INTERMEDICAL (UK) LIMITED,234,08/04/2016,Health and Adult Services,Services by External Providers
INTERMEDICAL (UK) LIMITED,120,08/04/2016,Health and Adult Services,Services by External Providers
INTERMEDICAL (UK) LIMITED,4644,08/04/2016,Health and Adult Services,Services by External Providers
INTERMEDICAL (UK) LIMITED,14.4,08/04/2016,Health and Adult Services,Services by External Providers
DAVID PHILLIPS FURNITURE LTD,27.36,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,30.89,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,15.16,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,12.92,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,11.98,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,3.72,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,2.23,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,162,08/04/2016,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,24,08/04/2016,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,194.15,08/04/2016,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,186.35,08/04/2016,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,24,08/04/2016,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,13.39,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,22.32,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,15.17,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,25.85,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,23.95,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,54.72,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,61.78,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,12.68,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,11.59,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,4.55,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,7.69,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,19.72,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,41.76,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,44.64,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,9.25,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,20.66,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,21.31,08/04/2016,Chief Executives,ESS Care Grant Furniture
DAVID PHILLIPS FURNITURE LTD,186.35,08/04/2016,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,24,08/04/2016,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,162,08/04/2016,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,24,08/04/2016,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,160.19,08/04/2016,Chief Executives,ESS Care Grant Electrical
DAVID PHILLIPS FURNITURE LTD,194.15,08/04/2016,Chief Executives,ESS Care Grant Electrical
CITIGUARDS LTD,3519.93,08/04/2016,Capital Housing Revenue Acc,Security
CITIGUARDS LTD,3519.93,08/04/2016,Capital Housing Revenue Acc,Security
PROSPECTS SERVICES LTD,180000,08/04/2016,Childrens Services,Other Services
ARCHITECTURAL DECORATORS LTD,20700,08/04/2016,Capital Housing Revenue Acc,Safety
IMPACT PLANNING SERVICES LTD,18088.52,08/04/2016,Regeneration Enterprise and Sk,Consultants
PEABODY COMMUNITY FOUNDATION,7621.67,08/04/2016,Childrens Services,Other Services
DAVID OGILVIE ENG LTD (D OGILVIE A/F),2088,08/04/2016,Comm Safety and Environment,Materials
DAVID OGILVIE ENG LTD (D OGILVIE A/F),174,08/04/2016,Comm Safety and Environment,Materials
FACULTATIEVE TECHNOLOGIES LTD,1058.98,08/04/2016,Eltham Crematorium Revenue,R & M Buildings Other
WOODROW MERCER GROUP T/A WOODROW MERCER ASSOCIATES,1260,08/04/2016,Childrens Services,Agency Staff
SELF MANAGMENT UK LIMITED,1575,08/04/2016,Health and Adult Services,Other Services
OCS GROUP UK LIMITED,526.8,08/04/2016,Health and Adult Services,Catering External Contract
HITACHI CAPITAL INVOICE FINANCE LTD,4000,08/04/2016,Health and Adult Services,Supported Living
CARE OUTLOOK LTD,882.9,08/04/2016,Health and Adult Services,ISF Personal Care
HITACHI CAPITAL INVOICE FINANCE LTD,2600,08/04/2016,Health and Adult Services,Supported Living
HITACHI CAPITAL INVOICE FINANCE LTD,2800,08/04/2016,Health and Adult Services,Supported Living
CARE OUTLOOK LTD,640.92,08/04/2016,Health and Adult Services,ISF Personal Care
HITACHI CAPITAL INVOICE FINANCE LTD,2912,08/04/2016,Health and Adult Services,Client Support
HITACHI CAPITAL INVOICE FINANCE LTD,2912,08/04/2016,Health and Adult Services,Client Support
HITACHI CAPITAL INVOICE FINANCE LTD,3400,08/04/2016,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,4207.14,08/04/2016,Health and Adult Services,Services Private Contractor
CARE OUTLOOK LTD,549.36,08/04/2016,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,837.12,08/04/2016,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,915.6,08/04/2016,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,1674.24,08/04/2016,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,935.22,08/04/2016,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,562.44,08/04/2016,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,549.36,08/04/2016,Health and Adult Services,ISF Personal Care
REDACTED PERSONAL INFORMATION,7995.79,08/04/2016,Health and Adult Services,Supported Living
CARE OUTLOOK LTD,582.06,08/04/2016,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,640.92,08/04/2016,Health and Adult Services,ISF Personal Care
REDACTED PERSONAL INFORMATION,7722.63,08/04/2016,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,4105.71,08/04/2016,Health and Adult Services,Private Sector Nursing Homes
CARE OUTLOOK LTD,575.52,08/04/2016,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,1870.44,08/04/2016,Health and Adult Services,ISF Personal Care
REDACTED PERSONAL INFORMATION,864,08/04/2016,Health and Adult Services,Vehicle Hire
CARE OUTLOOK LTD,588.6,08/04/2016,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,889.44,08/04/2016,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,611.49,08/04/2016,Health and Adult Services,ISF Personal Care
CARE OUTLOOK LTD,1637.93,08/04/2016,Health and Adult Services,Private Home Help Domest Misc
FUSION PEOPLE LIMITED,552.1,08/04/2016,Childrens Services,Private Home Help Domestic
FUSION PEOPLE LIMITED,1171.97,08/04/2016,Childrens Services,Private Home Help Domestic
FUSION PEOPLE LIMITED,2179.2,08/04/2016,Health and Adult Services,Client Support
MEARS CARE LTD,33489.5,08/04/2016,Health and Adult Services,Professional Fees
MEARS CARE LTD,28501.14,08/04/2016,Health and Adult Services,Professional Fees
CARE OUTLOOK LTD,1307.6,08/04/2016,Health and Adult Services,Private Home Help Domest Misc
MEARS CARE LTD,39677.42,08/04/2016,Health and Adult Services,Professional Fees
CARE OUTLOOK LTD,1470.28,08/04/2016,Health and Adult Services,Private Home Help Domest Misc
CARE OUTLOOK LTD,604.83,08/04/2016,Health and Adult Services,Private Home Help Domest Misc
CARE OUTLOOK LTD,803.5,08/04/2016,Health and Adult Services,Private Home Help Domest Misc
LONDON CARE LTD,2419.9,08/04/2016,Health and Adult Services,ISF Personal Care
LONDON CARE LTD,1470.84,08/04/2016,Health and Adult Services,ISF Personal Care
